section,species,filesize_mb,image_type,source,full_path
holophylla,nigricans,0.0327,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1927857127_gbif_3151.jpg
holophylla,nigricans,0.0274,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1927877071_gbif_3132.jpg
holophylla,nigricans,0.0345,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1927896664_gbif_3120.jpg
holophylla,nigricans,0.0224,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1927992081_gbif_3062.jpg
holophylla,nigricans,0.0356,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928032492_gbif_3038.jpg
holophylla,nigricans,0.0269,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928050880_gbif_3024.jpg
holophylla,nigricans,0.0369,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928067469_gbif_3011.jpg
holophylla,nigricans,0.0215,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928073063_gbif_3006.jpg
holophylla,nigricans,0.0307,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928116704_gbif_2978.jpg
holophylla,nigricans,0.0355,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928117495_gbif_2976.jpg
holophylla,nigricans,0.038,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928129973_gbif_2968.jpg
holophylla,nigricans,0.0286,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928153638_gbif_2957.jpg
holophylla,nigricans,0.0272,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928164922_gbif_2949.jpg
holophylla,nigricans,0.0308,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928182299_gbif_2942.jpg
holophylla,nigricans,0.0374,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928227108_gbif_2907.jpg
holophylla,nigricans,0.026,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928227816_gbif_2905.jpg
holophylla,nigricans,0.0277,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928240155_gbif_2898.jpg
holophylla,nigricans,0.0352,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928259464_gbif_2874.jpg
holophylla,nigricans,0.0335,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928278488_gbif_2863.jpg
holophylla,nigricans,0.0267,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928283508_gbif_2857.jpg
holophylla,nigricans,0.0259,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928287820_gbif_2853.jpg
holophylla,nigricans,0.0233,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928352228_gbif_2805.jpg
holophylla,nigricans,0.0273,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928368665_gbif_2791.jpg
holophylla,nigricans,0.0278,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928381669_gbif_2781.jpg
holophylla,nigricans,0.0305,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928422898_gbif_2752.jpg
holophylla,nigricans,0.0352,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928436496_gbif_2739.jpg
holophylla,nigricans,0.037,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928446501_gbif_2727.jpg
holophylla,nigricans,0.0209,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928493966_gbif_2702.jpg
holophylla,nigricans,0.0225,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928567624_gbif_2666.jpg
holophylla,nigricans,0.0252,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928784835_gbif_2524.jpg
holophylla,nigricans,0.0284,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928794698_gbif_2519.jpg
holophylla,nigricans,0.0315,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928802691_gbif_2511.jpg
holophylla,nigricans,0.0246,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928842663_gbif_2484.jpg
holophylla,nigricans,0.023,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928844807_gbif_2482.jpg
holophylla,nigricans,0.0315,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928860903_gbif_2476.jpg
holophylla,nigricans,0.0294,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928910552_gbif_2452.jpg
holophylla,nigricans,0.02,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928970903_gbif_2417.jpg
holophylla,nigricans,0.0326,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1928993669_gbif_2410.jpg
holophylla,nigricans,0.0253,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929011528_gbif_2393.jpg
holophylla,nigricans,0.028,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929027631_gbif_2382.jpg
holophylla,nigricans,0.0242,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929042141_gbif_2373.jpg
holophylla,nigricans,0.0242,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929042618_gbif_2371.jpg
holophylla,nigricans,0.0316,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929057203_gbif_2361.jpg
holophylla,nigricans,0.0283,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929071546_gbif_2352.jpg
holophylla,nigricans,0.0358,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929092321_gbif_2339.jpg
holophylla,nigricans,0.0321,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929097662_gbif_2334.jpg
holophylla,nigricans,0.0306,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929138241_gbif_2309.jpg
holophylla,nigricans,0.0229,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929163632_gbif_2291.jpg
holophylla,nigricans,0.0313,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929167729_gbif_2287.jpg
holophylla,nigricans,0.0316,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929190666_gbif_2272.jpg
holophylla,nigricans,0.0299,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929256620_gbif_2233.jpg
holophylla,nigricans,0.0327,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929278026_gbif_2223.jpg
holophylla,nigricans,0.0197,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929329691_gbif_2198.jpg
holophylla,nigricans,0.0228,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929538116_gbif_2062.jpg
holophylla,nigricans,0.0269,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929540327_gbif_2060.jpg
holophylla,nigricans,0.0374,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929583544_gbif_2030.jpg
holophylla,nigricans,0.0318,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929607956_gbif_2011.jpg
holophylla,nigricans,0.0329,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929729859_gbif_1938.jpg
holophylla,nigricans,0.0275,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929752730_gbif_1919.jpg
holophylla,nigricans,0.027,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929785174_gbif_1908.jpg
holophylla,nigricans,0.0333,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929808026_gbif_1895.jpg
holophylla,nigricans,0.029,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929814522_gbif_1890.jpg
holophylla,nigricans,0.0277,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929835777_gbif_1874.jpg
holophylla,nigricans,0.0275,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929857181_gbif_1857.jpg
holophylla,nigricans,0.0291,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929859560_gbif_1853.jpg
holophylla,nigricans,0.024,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929866911_gbif_1848.jpg
holophylla,nigricans,0.0286,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929947754_gbif_1797.jpg
holophylla,nigricans,0.0284,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1929984208_gbif_1772.jpg
holophylla,nigricans,0.0252,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930009116_gbif_1752.jpg
holophylla,nigricans,0.0306,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930070205_gbif_1715.jpg
holophylla,nigricans,0.0278,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930072132_gbif_1714.jpg
holophylla,nigricans,0.0331,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930097703_gbif_1698.jpg
holophylla,nigricans,0.024,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930101565_gbif_1696.jpg
holophylla,nigricans,0.0355,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930119165_gbif_1680.jpg
holophylla,nigricans,0.0262,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930166785_gbif_1655.jpg
holophylla,nigricans,0.0295,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930234366_gbif_1615.jpg
holophylla,nigricans,0.0216,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930263309_gbif_1594.jpg
holophylla,nigricans,0.0259,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930273723_gbif_1584.jpg
holophylla,nigricans,0.0341,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930275839_gbif_1582.jpg
holophylla,nigricans,0.03,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930299327_gbif_1568.jpg
holophylla,nigricans,0.0251,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930327383_gbif_1545.jpg
holophylla,nigricans,0.035,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930376346_gbif_1516.jpg
holophylla,nigricans,0.0344,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930384220_gbif_1505.jpg
holophylla,nigricans,0.0307,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930420824_gbif_1475.jpg
holophylla,nigricans,0.0283,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930441144_gbif_1461.jpg
holophylla,nigricans,0.0344,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930443286_gbif_1459.jpg
holophylla,nigricans,0.0281,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930529946_gbif_1406.jpg
holophylla,nigricans,0.0319,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930543924_gbif_1392.jpg
holophylla,nigricans,0.0334,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930570750_gbif_1379.jpg
holophylla,nigricans,0.0214,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930614621_gbif_1347.jpg
holophylla,nigricans,0.0257,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930620318_gbif_1342.jpg
holophylla,nigricans,0.0282,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930637235_gbif_1331.jpg
holophylla,nigricans,0.0358,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930645530_gbif_1327.jpg
holophylla,nigricans,0.0365,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930690766_gbif_1304.jpg
holophylla,nigricans,0.0304,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930697771_gbif_1296.jpg
holophylla,nigricans,0.0291,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930730163_gbif_1264.jpg
holophylla,nigricans,0.0289,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930735416_gbif_1261.jpg
holophylla,nigricans,0.0282,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930747573_gbif_1247.jpg
holophylla,nigricans,0.0293,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930830602_gbif_1197.jpg
holophylla,nigricans,0.0367,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930834151_gbif_1193.jpg
holophylla,nigricans,0.0304,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930869256_gbif_1172.jpg
holophylla,nigricans,0.0207,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930874590_gbif_1171.jpg
holophylla,nigricans,0.033,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930879986_gbif_1165.jpg
holophylla,nigricans,0.0387,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930912431_gbif_1149.jpg
holophylla,nigricans,0.0314,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930921936_gbif_1140.jpg
holophylla,nigricans,0.034,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930929602_gbif_1133.jpg
holophylla,nigricans,0.0345,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930930458_gbif_1132.jpg
holophylla,nigricans,0.0302,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930936588_gbif_1127.jpg
holophylla,nigricans,0.0286,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930943989_gbif_1121.jpg
holophylla,nigricans,0.0359,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930984648_gbif_1093.jpg
holophylla,nigricans,0.0199,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1930998406_gbif_1087.jpg
holophylla,nigricans,0.0335,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1931100041_gbif_1010.jpg
holophylla,nigricans,0.0256,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1931114878_gbif_1003.jpg
holophylla,nigricans,0.0352,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1931151582_gbif_975.jpg
holophylla,nigricans,0.0284,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1931171073_gbif_964.jpg
holophylla,nigricans,0.0325,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1931215028_gbif_937.jpg
holophylla,nigricans,0.0346,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1931235201_gbif_928.jpg
holophylla,nigricans,0.0229,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1931246811_gbif_921.jpg
holophylla,nigricans,0.0212,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1931259615_gbif_913.jpg
holophylla,nigricans,0.0217,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1931365729_gbif_861.jpg
holophylla,nigricans,0.0364,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_1988750470_gbif_803.jpg
holophylla,nigricans,0.0344,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_208495a3-cb0c-4db6-888b-fa951dd79b7d_idigbio_1257.jpeg
holophylla,nigricans,0.0388,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_232d4e3f-caa2-4f0d-98fb-673f3a08a700_idigbio_444.jpeg
holophylla,nigricans,0.031,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_24019e22-c348-4c39-aa4b-3eb1591e50ae_idigbio_452.jpeg
holophylla,nigricans,0.0253,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_2515682502_gbif_304.jpeg
holophylla,nigricans,0.0239,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_2516944003_gbif_242.jpeg
holophylla,nigricans,0.0296,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_2517287654_gbif_230.jpeg
holophylla,nigricans,0.0266,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_2517520627_gbif_210.jpeg
holophylla,nigricans,0.0286,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_255670ea-c74f-4cb2-ba84-83e7941fc8bb_idigbio_2976.jpeg
holophylla,nigricans,0.0294,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_2981280128_gbif_20.jpg
holophylla,nigricans,0.0314,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_30231cdf-10ea-4cda-8167-baccdb9ef3b6_idigbio_5965.jpeg
holophylla,nigricans,0.031,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_363f07de-32d8-4b3f-a766-cd91a446af2a_idigbio_1131.jpeg
holophylla,nigricans,0.0313,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_377f9331-62f3-4d8b-9a65-a90be7098aa6_idigbio_3624.jpeg
holophylla,nigricans,0.0396,jpg,idigbio,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_3e4cd0f7-576b-435c-8777-cd13de8c8971_idigbio_1141.jpeg
holophylla,nigricans,0.0247,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_437162297_gbif_6642.jpeg
holophylla,nigricans,0.0218,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_437163607_gbif_6640.jpeg
holophylla,nigricans,0.0281,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_437495224_gbif_6545.jpeg
holophylla,nigricans,0.0341,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_437497980_gbif_6541.jpeg
holophylla,nigricans,0.0318,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_438160491_gbif_6338.jpeg
holophylla,nigricans,0.0216,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_438160492_gbif_6337.jpeg
holophylla,nigricans,0.0278,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_438496565_gbif_6228.jpeg
holophylla,nigricans,0.0248,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_438496565_gbif_6229.jpeg
holophylla,nigricans,0.0209,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_438828228_gbif_6143.jpeg
holophylla,nigricans,0.0252,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_438828229_gbif_6142.jpeg
holophylla,nigricans,0.0303,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_439160166_gbif_6058.jpeg
holophylla,nigricans,0.0318,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_439161406_gbif_6056.jpeg
holophylla,nigricans,0.0226,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_439161407_gbif_6055.jpeg
holophylla,nigricans,0.0384,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_439493288_gbif_5943.jpeg
holophylla,nigricans,0.0359,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_439493288_gbif_5944.jpeg
holophylla,nigricans,0.026,jpg,gbif,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output/z_clean_resized/holophylla/holophylla_nigricans_439494522_gbif_5941.jpeg
