section,species,filesize_mb,width,height,image_type,source,hash,full_path
brevantherum,umbellatum,7.307,3750,5500,jpg,gbif,9aa62c3a968eeed2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1928438914_gbif_2737.jpg
brevantherum,umbellatum,7.3186,3750,5500,jpg,gbif,b6881a3696bae2f2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1928551379_gbif_2672.jpg
brevantherum,umbellatum,6.7491,3750,5500,jpg,gbif,9886868c8caab2a2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1928690601_gbif_2575.jpg
brevantherum,umbellatum,6.5503,3750,5500,jpg,gbif,96868e9e8e8e9e9a,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1928717870_gbif_2558.jpg
brevantherum,umbellatum,7.442,3750,5500,jpg,gbif,8eaa9a9a83a2b6ba,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1928766296_gbif_2534.jpg
brevantherum,umbellatum,9.8346,3750,5500,jpg,gbif,80783a46aba6cee2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1928933284_gbif_2438.jpg
brevantherum,umbellatum,7.6127,3750,5500,jpg,gbif,8ea24c6b666ea2c6,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1929066266_gbif_2354.jpg
brevantherum,umbellatum,7.752,3750,5500,jpg,gbif,b2868b171e9cb2c2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1929104143_gbif_2329.jpg
brevantherum,umbellatum,10.7315,3750,5500,jpg,gbif,988eae3a363e9ece,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1929352499_gbif_2186.jpg
brevantherum,umbellatum,8.2152,3750,5500,jpg,gbif,96978b33babe9ae2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1929389559_gbif_2151.jpg
brevantherum,umbellatum,8.2539,3750,5500,jpg,gbif,8eaab6a68787aeca,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1929521686_gbif_2070.jpg
brevantherum,umbellatum,7.5672,3750,5500,jpg,gbif,82a2aa869e969ad2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1929542222_gbif_2059.jpg
brevantherum,umbellatum,7.8638,3750,5500,jpg,gbif,d626868b93be82a2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1929595722_gbif_2021.jpg
brevantherum,umbellatum,7.108,3750,5500,jpg,gbif,da26aecee6a6b2b6,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1929647736_gbif_1983.jpg
brevantherum,umbellatum,7.3608,3750,5500,jpg,gbif,92a68683a2ba8ab2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1929686546_gbif_1965.jpg
brevantherum,umbellatum,8.0869,3750,5500,jpg,gbif,9ca5a79386a4a2f2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1929735605_gbif_1932.jpg
brevantherum,umbellatum,9.1975,3750,5500,jpg,gbif,8ea2b99947a390fa,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1929787946_gbif_1907.jpg
brevantherum,umbellatum,8.7852,3750,5500,jpg,gbif,f427a4b892b682d2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1929958268_gbif_1788.jpg
brevantherum,umbellatum,6.6293,3750,5500,jpg,gbif,9a8ca6a68ebaa2f2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1929982170_gbif_1774.jpg
brevantherum,umbellatum,8.3742,3750,5500,jpg,gbif,b28e8c8a929ecae6,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1929994873_gbif_1766.jpg
brevantherum,umbellatum,7.1698,3750,5500,jpg,gbif,be9a9a9afa9a9ae2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930002351_gbif_1755.jpg
brevantherum,umbellatum,0.5361,1165,1747,jpg,gbif,a2982aa6b393b0d2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930016027_gbif_1749.jpg
brevantherum,umbellatum,8.6023,3750,5500,jpg,gbif,9a86e73226a68ef2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930101350_gbif_1697.jpg
brevantherum,umbellatum,6.9096,3750,5500,jpg,gbif,929cbabe8e9a8aca,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930173723_gbif_1652.jpg
brevantherum,umbellatum,8.064,3750,5500,jpg,gbif,82a23a3a36a68cba,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930192788_gbif_1638.jpg
brevantherum,umbellatum,8.0985,3750,5500,jpg,gbif,80a9b0868b89a6fa,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930240670_gbif_1608.jpg
brevantherum,umbellatum,7.7528,3750,5500,jpg,gbif,8eb9a3a7a2969aea,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930249502_gbif_1602.jpg
brevantherum,umbellatum,8.5837,3750,5500,jpg,gbif,9a9a66e69eb68eea,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930325374_gbif_1546.jpg
brevantherum,umbellatum,7.0493,3750,5500,jpg,gbif,a68c92b22ebea2c2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930366946_gbif_1520.jpg
brevantherum,umbellatum,5.9005,3750,5500,jpg,gbif,8e82969e82baa2f2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930377345_gbif_1515.jpg
brevantherum,umbellatum,8.4715,3750,5500,jpg,gbif,888e8bb62e9e9ae6,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930429665_gbif_1468.jpg
brevantherum,umbellatum,9.7281,3750,5500,jpg,gbif,aac2523ba3a6aed2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930503807_gbif_1420.jpg
brevantherum,umbellatum,8.0348,3750,5500,jpg,gbif,da56279e8ea6baa6,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930530436_gbif_1404.jpg
brevantherum,umbellatum,8.4077,3750,5500,jpg,gbif,9a8bb39b329a9ada,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930566773_gbif_1380.jpg
brevantherum,umbellatum,7.0772,3750,5500,jpg,gbif,a896968e9e929ab2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930603284_gbif_1357.jpg
brevantherum,umbellatum,9.2536,3750,5500,jpg,gbif,b6ba197bb2aa92c2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930611864_gbif_1348.jpg
brevantherum,umbellatum,7.6131,3750,5500,jpg,gbif,aab6aeea868eb2d2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930699288_gbif_1292.jpg
brevantherum,umbellatum,6.8623,3750,5500,jpg,gbif,92bc0e9eb2b2b2f2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930706880_gbif_1284.jpg
brevantherum,umbellatum,0.5429,1165,1747,jpg,gbif,848133929cb8c0d6,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930759937_gbif_1239.jpg
brevantherum,umbellatum,0.58,1165,1747,jpg,gbif,ce8d8f19a38c9aba,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930859313_gbif_1177.jpg
brevantherum,umbellatum,6.5995,3750,5500,jpg,gbif,ae9296869eb2c2e2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1930956230_gbif_1109.jpg
brevantherum,umbellatum,9.9513,3750,5500,jpg,gbif,96a62e234b06c6f2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1931189984_gbif_952.jpg
brevantherum,umbellatum,8.4595,3750,5500,jpg,gbif,ba8e87833226aad2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1931203372_gbif_943.jpg
brevantherum,umbellatum,8.4469,3750,5500,jpg,gbif,aa7e1e8b9aba92fa,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1931319210_gbif_885.jpg
brevantherum,umbellatum,8.4458,3750,5500,jpg,gbif,9a5a662aa7a6b2aa,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1931323646_gbif_881.jpg
brevantherum,umbellatum,7.3373,3750,5500,jpg,gbif,aa902e9686a6dae6,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1931361921_gbif_862.jpg
brevantherum,umbellatum,9.2162,3750,5500,jpg,gbif,90a9a6131ab2a2c2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1931365904_gbif_860.jpg
brevantherum,umbellatum,1.4871,3753,5634,jpg,gbif,fcbe26b3ba3cbaca,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1988901869_gbif_797.jpg
brevantherum,umbellatum,10.9162,6831,9001,jpg,idigbio,c89236763a2f1db3,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1b76832f-3296-45ef-9c84-6e9560ab8f6e_idigbio_1202.jpeg
brevantherum,umbellatum,18.1377,3748,4980,jpg,idigbio,caa6b6969ac8e0ea,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1dbfdb61-6d36-4435-9bf7-dfb9b490693e_idigbio_2670.jpeg
brevantherum,umbellatum,9.7585,6746,8944,jpg,idigbio,ca6e2e3696dde3d1,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1dbfdb61-6d36-4435-9bf7-dfb9b490693e_idigbio_2671.jpeg
brevantherum,umbellatum,0.9497,3500,2329,jpg,idigbio,ecec7e66b7b3b1bc,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1e865405-d7fb-4619-bf16-495dc4f268ce_idigbio_5132.jpg
brevantherum,umbellatum,3.9185,3633,4294,jpg,idigbio,9c3421644c183444,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_1ef9e998-d0e3-4f8c-9a36-7087066ee061_idigbio_129.jpeg
brevantherum,umbellatum,0.1849,1081,1920,jpg,gbif,b0dc8e8eec9af4b1,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_2514603026_gbif_365.jpeg
brevantherum,umbellatum,0.2152,1038,1920,jpg,gbif,09657417cc90c8b3,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_2515446636_gbif_336.jpeg
brevantherum,umbellatum,0.2245,1053,1920,jpg,gbif,9a1e260c8bf3e2b3,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_2515534238_gbif_328.jpeg
brevantherum,umbellatum,0.1762,1164,1920,jpg,gbif,95334c8f1346591b,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_2515644146_gbif_315.jpeg
brevantherum,umbellatum,0.207,1049,1920,jpg,gbif,58568697366cf0b3,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_2515682501_gbif_305.jpeg
brevantherum,umbellatum,0.2552,1101,1920,jpg,gbif,a8960696cea69e23,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_2516606407_gbif_261.jpeg
brevantherum,umbellatum,0.3009,1142,1920,jpg,gbif,981e2f0a191b9c33,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_2516610416_gbif_253.jpeg
brevantherum,umbellatum,0.1946,1179,1920,jpg,gbif,da52252d363d6099,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_2517323630_gbif_213.jpeg
brevantherum,umbellatum,0.2928,1176,1920,jpg,gbif,3b0e2c11176d3d3b,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_2517596681_gbif_189.jpeg
brevantherum,umbellatum,0.3842,1400,2100,jpg,gbif,f81b2b2936a6a2be,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_2573418377_gbif_170.jpg
brevantherum,umbellatum,0.2803,1400,2100,jpg,gbif,f892339a4e6aaa96,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_2573418829_gbif_160.jpg
brevantherum,umbellatum,0.3336,1400,2100,jpg,gbif,e88e86cb8ba6eeba,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_2573419942_gbif_119.jpg
brevantherum,umbellatum,0.2849,1400,2100,jpg,gbif,e892b3a326a6a296,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_2573420159_gbif_105.jpg
brevantherum,umbellatum,0.2732,1400,2100,jpg,gbif,f8898bab9e9a9aa2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_2573420256_gbif_100.jpg
brevantherum,umbellatum,10.8636,6801,8928,jpg,idigbio,d80a1286b6396d6d,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_26bb215a-38b4-482a-9448-3eb3689039b1_idigbio_6381.jpeg
brevantherum,umbellatum,10.5291,6739,8961,jpg,idigbio,9c8c064e5ead8b67,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_26de2973-dabe-42f8-b638-8075d5cfb93b_idigbio_4867.jpeg
brevantherum,umbellatum,11.425,6803,8921,jpg,idigbio,e27232643cd3d3b9,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_26fe32a0-d38a-40ec-8136-4734c43c2ba9_idigbio_436.jpeg
brevantherum,umbellatum,3.68,3456,5184,jpg,idigbio,c7d71b574b8829b2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_29b21db2-9c19-455d-8b6b-7a13cc7efbbe_idigbio_4160.jpg
brevantherum,umbellatum,11.3481,6809,8992,jpg,idigbio,68785e5e33a7b1f3,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_2ee956e0-3fab-413c-9b05-928c81b688d7_idigbio_1494.jpeg
brevantherum,umbellatum,19.5076,3756,4972,jpg,idigbio,da88ab26aedecefa,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_32ed60b7-bad5-452a-8655-fd6ccabea69b_idigbio_466.jpeg
brevantherum,umbellatum,10.4439,6727,8965,jpg,idigbio,b01a526c5cbdd1d9,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_32ed60b7-bad5-452a-8655-fd6ccabea69b_idigbio_467.jpeg
brevantherum,umbellatum,9.7756,6729,8928,jpg,idigbio,9c9c9c1e168dadf1,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_3565c143-6569-4c07-8cda-e2e4359ec24b_idigbio_3381.jpeg
brevantherum,umbellatum,18.4597,3768,5008,jpg,idigbio,baf2c68293b2b6cc,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_397f2a8b-01d5-4d7c-a0eb-2db15ff0d4db_idigbio_477.jpeg
brevantherum,umbellatum,10.276,6734,9009,jpg,idigbio,72c4c62627672dc9,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_397f2a8b-01d5-4d7c-a0eb-2db15ff0d4db_idigbio_478.jpeg
brevantherum,umbellatum,19.0022,3768,5012,jpg,idigbio,e28682aab6b69cea,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_3e9b2bdc-ba7e-4299-bcb4-41a9abd69cd4_idigbio_2109.jpeg
brevantherum,umbellatum,10.609,6771,8952,jpg,idigbio,e606c65e6e2799d1,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_3e9b2bdc-ba7e-4299-bcb4-41a9abd69cd4_idigbio_2110.jpeg
brevantherum,umbellatum,9.6446,6764,8955,jpg,idigbio,92d226b69cc9e9f9,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_3fd028f1-efae-4654-ad74-2674e230c37a_idigbio_559.jpeg
brevantherum,umbellatum,10.2308,6755,8945,jpg,idigbio,f2b20c6438597995,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_4079f453-f186-41c6-9f68-bf19de7e2965_idigbio_3491.jpeg
brevantherum,umbellatum,9.9439,6813,8944,jpg,idigbio,f2acae223699e1d1,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_4201ebef-5c48-4330-91ea-9d0237883c92_idigbio_6232.jpeg
brevantherum,umbellatum,10.4375,6687,8918,jpg,idigbio,c87666666e0f1951,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_42983829-c7d1-4c43-a86d-dbde8ee5207e_idigbio_4873.jpeg
brevantherum,umbellatum,5.4162,3302,5129,jpg,gbif,b2ce8c0e4e268e8c,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_436983033_gbif_6671.jpeg
brevantherum,umbellatum,4.7349,3348,5104,jpg,gbif,ca8c1319131b9e4c,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_436983034_gbif_6670.jpeg
brevantherum,umbellatum,5.9742,3228,5099,jpg,gbif,f62f0f2e261e06e0,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_436983035_gbif_6669.jpeg
brevantherum,umbellatum,5.502,3247,5047,jpg,gbif,99632326368ceae2,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_436983037_gbif_6668.jpeg
brevantherum,umbellatum,4.3485,3247,4980,jpg,gbif,da0b2f338767b3bd,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_437316382_gbif_6579.jpeg
brevantherum,umbellatum,5.1646,3322,5151,jpg,gbif,d82333b3b2a0d098,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_437316383_gbif_6578.jpeg
brevantherum,umbellatum,5.3731,3141,5040,jpg,gbif,4a4e179b6a6a9b86,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_437316384_gbif_6577.jpeg
brevantherum,umbellatum,5.4964,3317,5131,jpg,gbif,3232163f9396ccad,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_437316385_gbif_6576.jpeg
brevantherum,umbellatum,4.3043,3315,5138,jpg,gbif,6425930f17364eac,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_437316386_gbif_6575.jpeg
brevantherum,umbellatum,5.8398,3264,5039,jpg,gbif,63251323964e1c96,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_437648255_gbif_6475.jpeg
brevantherum,umbellatum,5.87,3307,5143,jpg,gbif,140f233e0e1787cc,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_437648257_gbif_6474.jpeg
brevantherum,umbellatum,5.7236,3253,5033,jpg,gbif,b131051b7266cec6,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_437648258_gbif_6473.jpeg
brevantherum,umbellatum,4.3371,3204,4938,jpg,gbif,ee99893313e346ca,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_437648259_gbif_6472.jpeg
brevantherum,umbellatum,3.3282,3660,5160,jpg,gbif,d696969e9e9e9af0,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_437981294_gbif_6376.jpeg
brevantherum,umbellatum,5.4919,3334,5129,jpg,gbif,9a8e8f9e84b68ecc,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_437981295_gbif_6375.jpeg
brevantherum,umbellatum,5.9617,3259,4964,jpg,gbif,333b1b4e4c496bdc,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_437981296_gbif_6374.jpeg
brevantherum,umbellatum,5.903,3295,5087,jpg,gbif,3e4666337b5a939c,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_437981297_gbif_6373.jpeg
brevantherum,umbellatum,5.1878,3301,5133,jpg,gbif,26371b362793eccd,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_437981301_gbif_6372.jpeg
brevantherum,umbellatum,5.5949,3263,5037,jpg,gbif,b0d6170786969ecc,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_438314417_gbif_6275.jpeg
brevantherum,umbellatum,6.1049,3384,5137,jpg,gbif,a607190d2d9b8e72,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_438314421_gbif_6274.jpeg
brevantherum,umbellatum,4.62,3231,4939,jpg,gbif,2f9737335191e28b,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_438314422_gbif_6273.jpeg
brevantherum,umbellatum,4.6744,3338,5134,jpg,gbif,a0bb1b1e3b7af48c,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_438646956_gbif_6179.jpeg
brevantherum,umbellatum,4.9345,3135,4933,jpg,gbif,de1f1f36c2b2b2e4,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_438646958_gbif_6178.jpeg
brevantherum,umbellatum,5.6795,3306,5111,jpg,gbif,63031b2d171d27ac,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_438646959_gbif_6177.jpeg
brevantherum,umbellatum,6.1039,3313,5146,jpg,gbif,b6370d8f060e06e4,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_438646960_gbif_6176.jpeg
brevantherum,umbellatum,5.349,3303,4876,jpg,gbif,3b128d3b0e2c1d64,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_438646961_gbif_6175.jpeg
brevantherum,umbellatum,5.1649,3249,4981,jpg,gbif,a2ccdbcbc71cd88c,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_438646962_gbif_6174.jpeg
brevantherum,umbellatum,5.1032,3297,5161,jpg,gbif,d6971b9e84f6a4ad,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_438980560_gbif_6095.jpeg
brevantherum,umbellatum,5.7777,3288,5132,jpg,gbif,288e4f8e9e8ce68e,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_439314030_gbif_5983.jpeg
brevantherum,umbellatum,5.372,3129,4926,jpg,gbif,2caf07693381e7d6,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_439314031_gbif_5982.jpeg
brevantherum,umbellatum,4.5684,3373,5141,jpg,gbif,3c77363713368e4e,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_439314034_gbif_5981.jpeg
brevantherum,umbellatum,5.4748,3380,5093,jpg,gbif,aec69c9ccc8a8ccc,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_439314035_gbif_5980.jpeg
brevantherum,umbellatum,4.4897,3277,5045,jpg,gbif,23939b062e8e9cec,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_439314036_gbif_5979.jpeg
brevantherum,umbellatum,5.7547,3269,5054,jpg,gbif,a40d3b231f8cee8c,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_439314037_gbif_5978.jpeg
brevantherum,umbellatum,6.0275,3248,4951,jpg,gbif,5173736f270f31de,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_439314038_gbif_5977.jpeg
brevantherum,umbellatum,3.6878,3456,5184,jpg,idigbio,27381f07667961e0,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_452427bc-4dfb-4a79-8d45-383880f79bf1_idigbio_3793.jpg
brevantherum,umbellatum,1.8597,3840,5760,jpg,idigbio,0280aa2b9a9692d0,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_456879ef-37c1-4722-b993-e90ea8ffd3ad_idigbio_6114.jpeg
brevantherum,umbellatum,9.7238,6743,8941,jpg,idigbio,9686c6d869edc999,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_49a50299-8e92-4b23-8386-4b066fb5521e_idigbio_557.jpeg
brevantherum,umbellatum,10.3518,6712,8895,jpg,idigbio,f0c24a0e0c8de1d1,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_4e58e850-fd2f-4312-8ec8-921a6de1eaa7_idigbio_851.jpeg
brevantherum,umbellatum,9.61,6804,8942,jpg,idigbio,c81c8e8e8ecfb1f3,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_51073da5-ec32-4e58-b552-970c974db2cc_idigbio_435.jpeg
brevantherum,umbellatum,3.6348,3456,5184,jpg,idigbio,c787d6588e7c0db1,P:/CODE/ITESM/tesis-dataset-downloader/solanum_output\brevantherum\brevantherum_umbellatum_51304243-7435-4a2e-8dde-652f1d819e8e_idigbio_4839.jpg
